id,name,phone,address,city,state,website,source_url,category,last_seen
82,Best Commerce Coaching Class in Mumbai: Your Path to Success - Arihant Academy,+919819778833,,Mumbai,Maharashtra,https://arihantacademy.com/blog/best-commerce-coaching-class-in-mumbai/,https://arihantacademy.com/blog/best-commerce-coaching-class-in-mumbai/,Commerce,2026-06-07T14:42:44.106932+00:00
87,Best Commerce Coaching Institute in panchkula,+917814433903,We are proud to be recognized as best Commerce coaching institute in Panchkula. use the map below to find our exact location and visit us today. We look forward to helping you acheive your academic goals.,Mumbai,Maharashtra,https://futurzcareer.in/,https://futurzcareer.in/,Commerce,2026-06-07T14:42:48.688905+00:00
89,Speed Reading Classes in Pune - Iris Reading,,,Pune,Maharashtra,https://irisreading.com/classes/pune/,https://irisreading.com/classes/pune/,B.com,2026-06-07T14:42:55.598953+00:00
90,Shreyas Commerce Classes,+918806337575,,Pune,Maharashtra,http://www.shreyascommerceclasses.com/,http://www.shreyascommerceclasses.com/,B.com,2026-06-07T14:43:02.754726+00:00
93,"B.Com (FY, SY, TY) - Commerce Coaching - Gurukul Commerce Academy - Coaching Classes | Pune",,,Pune,Maharashtra,https://gurukul-commerce-academy.ueniweb.com/services/commerce-coaching/b-com-fy-sy-ty--26681550,https://gurukul-commerce-academy.ueniweb.com/services/commerce-coaching/b-com-fy-sy-ty--26681550,B.com,2026-06-07T14:43:06.652233+00:00
94,Prosperity Classes,+918482818143,"B-47/12, Super Indira Nagar, Bibvewadi, Pune – 411037, Maharashtra",Pune,Maharashtra,https://prosperityclassesacademy.com/,https://prosperityclassesacademy.com/,B.com,2026-06-07T14:43:09.392127+00:00
96,Commerce Classes in Pimpri Chinchwad,+919767880066,"Chanakya Commerce Academy Ajmera Complex, Fusion Park, Off. No. 210, Near SNBP School, Pimpri - 411018",Pune,Maharashtra,https://chanakyaclasses.com/,https://chanakyaclasses.com/,B.com,2026-06-07T14:43:13.380257+00:00
99,Vidyavedh - Ensuring Student Success | ACCA | CMA | CPA | IFRS | CA,+918600278833,"Flat no. 22, 3rd Floor, Gandharv Apartment, Gulawani Maharaj Road, behind Hotel Abhishek Veg, Indiranagar Society, Erandwane, Pune, Maharashtra 411004 +91 8484 969689 +91 8600 278833 info@Vidyavedh.com Vidyavedhacademy@gmail.com",Pune,Maharashtra,https://www.vidyavedh.com/acca-classes,https://www.vidyavedh.com/acca-classes,B.com,2026-06-07T14:43:17.442497+00:00
101,Best ACCA Certification Institute in Pune | Zell,+917022878869,,Pune,Maharashtra,https://www.zelleducation.com/finance-courses/acca-course-pune/,https://www.zelleducation.com/finance-courses/acca-course-pune/,B.com,2026-06-07T14:43:22.687069+00:00
106,Ideal Classes - Empowering Education for All Students | Ideal Classes,+919595294434,,Pune,Maharashtra,https://idealclasses.org/,https://idealclasses.org/,B.com,2026-06-07T14:43:25.098386+00:00
107,Learnimo by Behere Classes Science Commerce,+919981984480,,Pune,Maharashtra,https://www.behereclasses.com/,https://www.behereclasses.com/,Bba,2026-06-07T14:44:04.606176+00:00
109,"EQL Classes- Best CAT, CET, CLAT, IPM Coaching in Pune",+919809098686,We emphasize a lot on the ‘Right psychology’ every now and then to make sure students don’t get diverted or confused in today’s internet driven world of a lot of access And opinions. We also help in schedule management with TAMs(time allocation matrices) and quantification of efforts.,Pune,Maharashtra,https://eqlclasses.com/,https://eqlclasses.com/,Bba,2026-06-07T14:44:06.581386+00:00
110,MH CET Law Classes in Pune 26-27:Online Law Entrance Coachin,+919579414569,"Fatima Nagar, Pune-Solapur Highway, Pune, Maharashtra, Bharat- India.",Pune,Maharashtra,https://softskillstraining.in/llb-law-coaching-classes-pune/,https://softskillstraining.in/llb-law-coaching-classes-pune/,Bba,2026-06-07T14:44:10.911683+00:00
111,IPMAT Coaching Classes 2026/27/28,,,Pune,Maharashtra,https://www.imsindia.com/bba-classroom/index.html,https://www.imsindia.com/bba-classroom/index.html,Bba,2026-06-07T14:44:13.492896+00:00
112,Saraswati Engineering Classes BBA Institutes in Pune Maharashtra (#gbj4sjd1k),+919764442120,,Pune,Maharashtra,https://www.edufrog.in/coaching-institute/saraswati-engineering-classes-pune-gbj4sjd1k.html,https://www.edufrog.in/coaching-institute/saraswati-engineering-classes-pune-gbj4sjd1k.html,Bba,2026-06-07T14:44:15.649751+00:00
115,Expert BBA Entrance Coaching With Mocks And guidance,+919813026670,"Hisar : DSS-96 , Sector -13, Shopping Complex , Hisar (Haryana) - 125001",Pune,Maharashtra,https://timeseducation.org.in/bba,https://timeseducation.org.in/bba,Bba,2026-06-07T14:44:29.904791+00:00
116,"Best BBA Coaching in India 2026: Fees, Results & Review",+919319311001,,Pune,Maharashtra,https://www.collegedisha.com/coaching/bba-coaching,https://www.collegedisha.com/coaching/bba-coaching,Bba,2026-06-07T14:44:32.792677+00:00
117,BBA Coaching Institute | MeritPath Best BBA Preparation,+918777810224,,Pune,Maharashtra,https://meritpath.in/courses/bba/,https://meritpath.in/courses/bba/,Bba,2026-06-07T14:44:40.142946+00:00
119,Prepare BBA Entrance Exams & IPMAT with Best Teachers in Delhi,+919811544098,,Pune,Maharashtra,https://rankersbuzz.com/bba-coaching/,https://rankersbuzz.com/bba-coaching/,Bba,2026-06-07T14:44:42.913817+00:00
120,Best CA CS CMA Classes In Pune & India | Agrawal Classes,+918888884444,,Pune,Maharashtra,https://agrawalclasses.in/,https://agrawalclasses.in/,Commerce,2026-06-07T14:44:46.573747+00:00
122,Top Coaching for Commerce | Affordable & Expert Commerce Classes in Pune,+919826017628,,Pune,Maharashtra,https://www.gurunearme.com/listing/pune/commerce-classes?cityId=65fa9e7a63c2ee5fb905396e&typeId=661cc2dfbc7be77facb3912b,https://www.gurunearme.com/listing/pune/commerce-classes?cityId=65fa9e7a63c2ee5fb905396e&typeId=661cc2dfbc7be77facb3912b,Commerce,2026-06-07T14:44:49.881580+00:00
123,11th 12th Commerce Classes in Pune - Best Classes,+918830597066,,Pune,Maharashtra,https://satishscienceacademy.com/11th-12th-commerce-classes-in-pune/,https://satishscienceacademy.com/11th-12th-commerce-classes-in-pune/,Commerce,2026-06-07T14:44:51.353997+00:00
124,"Pune commerce Classes in Wanowari, Pune | Enroll Online - Edvizo",+918695844381,"Mandke Advantage Home, Lulla Nagar",Pune,Maharashtra,https://www.edvizo.com/pune-commerce-classes,https://www.edvizo.com/pune-commerce-classes,Commerce,2026-06-07T14:44:54.195702+00:00
126,Commerce Classes for 11th and 12th in Pune,+919281100200,,Pune,Maharashtra,https://www.taskgroup.co.in/updates/commerce-classes-11th-12th-pune/,https://www.taskgroup.co.in/updates/commerce-classes-11th-12th-pune/,Commerce,2026-06-07T14:44:56.386469+00:00
128,Aakash Institute Pune - Top Coaching Institute in Pune,,"Address : Aakash Institute, Parvez Complex, No 2390B, 1st Floor, Shankar Sheth Rd, opposite Dhobi Ghat, Camp, Pune, Maharashtra, India, 411001",Pune,Maharashtra,https://www.joonsquare.com/coaching-institute/aakash-institute-pune,https://www.joonsquare.com/coaching-institute/aakash-institute-pune,Commerce,2026-06-07T14:45:01.408177+00:00
129,Displaying All Training InstituteType of Training Institutes with all courses,+919441519845,,Pune,Maharashtra,https://www.manabadi.co.in/institute/TrgInstSrchTypeofTrgInst.aspx?strTYPId=37,https://www.manabadi.co.in/institute/TrgInstSrchTypeofTrgInst.aspx?strTYPId=37,Commerce,2026-06-07T14:45:03.497142+00:00
173,"Govt Jobs for B Com Freshers, Jobs for B Com Graduate in 2026",,,Nagpur,Maharashtra,https://www.sarkari-naukri.in/jobs-by-qualification/b-com/,https://www.sarkari-naukri.in/jobs-by-qualification/b-com/,B.com,2026-06-07T14:45:05.777542+00:00
174,Saikrupa Commerce Classes And Computer Classes Coaching Institute in Jaitala Nagpur - Digital Class,+919665421463,,Nagpur,Maharashtra,https://digitalclassworld.com/business-listing/coaching/saikrupa-commerce-classes-and-computer-classes,https://digitalclassworld.com/business-listing/coaching/saikrupa-commerce-classes-and-computer-classes,B.com,2026-06-07T14:45:19.720806+00:00
175,A Bachelor in Business Administration is the gatew... | CALIBER'S NOVA COACHING CLASSES - Nagpur,+919595225500,"India Nagpur 440032 2 floor ,Natraj Tower Zenda Chowk Nagpur",Nagpur,Maharashtra,https://www.calibersnova.com/latest-update/a-bachelor-in-business-administration-is-the-gatew/21,https://www.calibersnova.com/latest-update/a-bachelor-in-business-administration-is-the-gatew/21,B.com,2026-06-07T14:45:23.247780+00:00
178,Best ACCA Classes in Nagpur & Central India | Gold Learning Partner | Prepper Gurukul,+919145670606,"Ground Floor, B-Wing, Khullar Apartment, Near IDFC Bank, Byramji Town, Nagpur, Maharashtra 440013 contact@gurukul.education +91 91456 70606 WhatsApp Us",Nagpur,Maharashtra,https://www.preppergurukul.com/acca/,https://www.preppergurukul.com/acca/,B.com,2026-06-07T14:45:25.222238+00:00
179,"Best Competitive Exam Classes in Nagpur | CLAT, CAT & IPMAT Coaching",+919175659319,,Nagpur,Maharashtra,https://www.careerlauncher.com/nagpur/,https://www.careerlauncher.com/nagpur/,Baf,2026-06-07T14:45:44.990085+00:00
180,No.1 Career Counselling & Guidance after 10th in Nagpur,+919650038189,How to identify Best Career Counsellors in India?,Nagpur,Maharashtra,https://www.mindgroom.com/career-counselling-after-10th/nagpur/,https://www.mindgroom.com/career-counselling-after-10th/nagpur/,Baf,2026-06-07T14:45:55.385473+00:00
182,Certified Professional Coach Training Courses | Erickson Coaching International,,,Nagpur,Maharashtra,https://www.erickson.edu/,https://www.erickson.edu/,Baf,2026-06-07T14:46:03.327962+00:00
183,10 Best Cricket Academies in Nagpur 2026 (With Fees),,,Nagpur,Maharashtra,https://cricjosh.in/blog/best-cricket-academies-nagpur-2026,https://cricjosh.in/blog/best-cricket-academies-nagpur-2026,Baf,2026-06-07T14:46:05.811182+00:00
184,ims nagpur,,,Nagpur,Maharashtra,https://kahkaham.net/imsnagpur1,https://kahkaham.net/imsnagpur1,Bba,2026-06-07T14:46:13.251886+00:00
185,IT Educations – Engineering Project Maker & Training Institute Nagpur,+919665302573,,Nagpur,Maharashtra,https://iteducations.in/,https://iteducations.in/,Bba,2026-06-07T14:46:17.255504+00:00
187,"Career Mentors Nagpur | CLAT, IPM, BBA & Law Entrance Coaching Institute",,"Address 103, First Floor, Shri Mohini Complex, Kingsway Rd, above Raymond's Store, near Kasturchand Park, Sitabuldi, Nagpur, Maharashtra 440001 Sitabuldi , Maharashtra - 440001 www.youtube.com/@careermentorsindia2661",Nagpur,Maharashtra,https://academycheck.com/coaching/career-mentors-nagpur,https://academycheck.com/coaching/career-mentors-nagpur,Bba,2026-06-07T14:46:21.910411+00:00
188,VPA Sadar on about.me,,,Nagpur,Maharashtra,https://about.me/vpasadar,https://about.me/vpasadar,Bba,2026-06-07T14:46:26.124831+00:00
191,Gandhe's Commerce Classes,+917507510752,"Head Branch Ramdaspeth :- 88, Near Lendra Park, New Ramdaspeth, Nagpur Contact :- 0712-2563689, 6453668",Nagpur,Maharashtra,https://gandheclasses.com/,https://gandheclasses.com/,Commerce,2026-06-07T14:46:34.203792+00:00
199,"BCCA Part 2 Commerce Classes in Nagpur, BCCA Second Year Commerce Tuitions in Nagpur, BCCA Part 2 Commerce Syllabus, Computer MIS Web designing C Tally , BCCA Part 2 Institutes, Classes, Coaching Inst",+919028157794,,Nagpur,Maharashtra,https://www.atlantacomputer.in/bcca-part-2-commerce-classes-nagpur.html,https://www.atlantacomputer.in/bcca-part-2-commerce-classes-nagpur.html,Commerce,2026-06-07T14:46:46.154088+00:00
204,CAPS Nagpur - CA coaching in Nagpur,+918055120900,"🏫 Plot No – 83, Hill Top, Ram Nagar, Near Water Tank, Nagpur – 440010, Maharashtra",Nagpur,Maharashtra,https://capslearning.org/blogs/5-red-flags-when-choosing-commerce-coaching-institute.php,https://capslearning.org/blogs/5-red-flags-when-choosing-commerce-coaching-institute.php,Commerce,2026-06-07T14:46:53.210502+00:00
211,Displaying All Coaching CentreType of Training Institutes with all courses,+918613297398,,Nagpur,Maharashtra,https://www.manabadi.co.in/institute/TrgInstSrchTypeofTrgInst.aspx?strTYPId=14,https://www.manabadi.co.in/institute/TrgInstSrchTypeofTrgInst.aspx?strTYPId=14,Commerce,2026-06-07T14:47:04.979035+00:00
242,B.Com Coaching Classes in Jind,+918168188426,"KDR CLASSES, MANJU HOTEL BASEMENT, NEAR GUMBER MEDICAL STORE, JIND",Thane,Maharashtra,https://www.kdrclasses.co.in/best-b-com-coaching-classes-in-jind/,https://www.kdrclasses.co.in/best-b-com-coaching-classes-in-jind/,B.com,2026-06-07T14:47:11.752024+00:00
243,Classroom Management Tools & Resources - Google for Education,,,Thane,Maharashtra,https://edu.google.co.ug/workspace-for-education/products/classroom/,https://edu.google.co.ug/workspace-for-education/products/classroom/,B.com,2026-06-07T14:47:13.375555+00:00
244,"Dharam Classes Vadodara | Classes for 11, 12 & B.Com .",+919898524007,"Green Wood Complex, beside shell petrol pump, Manjalpur, Vadodara, Gujarat 390009",Thane,Maharashtra,https://dharamclasses.in/,https://dharamclasses.in/,B.com,2026-06-07T14:47:19.095106+00:00
245,"Study Abroad Consultant, Get Free Counselling! | AECC",+9118005724422,,Thane,Maharashtra,https://www.aeccglobal.com/,https://www.aeccglobal.com/,B.com,2026-06-07T14:47:29.952811+00:00
246,"Commerce Coaching Services, Commerce Tutorials in Thane, कॉमर्स कोचिंग सर्विस, ठाणे",,,Thane,Maharashtra,https://m.indiamart.com/city/thane/commerce-coaching-services.html,https://m.indiamart.com/city/thane/commerce-coaching-services.html,Baf,2026-06-07T14:47:32.226831+00:00
247,Contact Us - Karnavat Classes,+919320088453," H.O. – 1st Floor, Ramgumpha Apartment, Lohar Lane, Near Railway Station, Behind Tip Top Mithai Wala, Thane West – 400601",Thane,Maharashtra,https://karnavatclasses.com/contact-us/,https://karnavatclasses.com/contact-us/,Baf,2026-06-07T14:47:38.980165+00:00
260,"BBA Coaching in Thane, Top BBA Classes Thane, Maharashtra",+918920180477,"Every session, several students make their entry from Thane or its nearby locations such as Murbad, Kalyan and Titwala Shahpur into the institute to make the largest career jump.",Thane,Maharashtra,https://studycampus.co.in/bba-coaching-institute-in-thane-mumbai.html,https://studycampus.co.in/bba-coaching-institute-in-thane-mumbai.html,Bba,2026-06-07T14:47:55.038440+00:00
266,"Career Launcher Thane - CLAT, CAT, IPM & LLB 5-Year Coaching",+919311378756,"Address Career Launcher, Office No. 9A, 1st Floor, Ramanand CHS Ltd Opp. Mango Stationery, Gokhle Road, Naupada, Thane (West), Mumbai, Maharashtra 400602",Thane,Maharashtra,https://www.careerlauncher.com/thane/,https://www.careerlauncher.com/thane/,Bba,2026-06-07T14:47:56.837396+00:00
267,Digital Marketing Courses in Thane with 100% Placement | IIDE,+919619958615,,Thane,Maharashtra,https://iide.co/blog/digital-marketing-courses-in-thane/,https://iide.co/blog/digital-marketing-courses-in-thane/,Bba,2026-06-07T14:47:59.758513+00:00
268,Best BBA Coaching Near Me | Dnyanvardhini,+918308830434,,Thane,Maharashtra,https://www.dnyanvardhini.co.in/BBA-Classes-in-Nashik,https://www.dnyanvardhini.co.in/BBA-Classes-in-Nashik,Bba,2026-06-07T14:48:01.940341+00:00
269,Ardent Tutorials | Best Commerce Class in Thane | XI and XII,+919820343950,"601-602, Iris Shopping, Hiranandani Meadows, Thane – 400610",Thane,Maharashtra,https://ardenttutorials.in/,https://ardenttutorials.in/,Bba,2026-06-07T14:48:04.855626+00:00
271,Best MAHCET Coaching Classes in Thane - Uni Entree,+917038568884,,Thane,Maharashtra,https://unientree.com/best-mahcet-coaching-classes-in-thane/,https://unientree.com/best-mahcet-coaching-classes-in-thane/,Bba,2026-06-07T14:48:12.277540+00:00
272,"BBA (Business Administration) Tutors in singhal road Beyond Thane | Verified Teachers, Free Demo",,"Yes. Verified home BBA (Business Administration) tutors are available across singhal road and nearby localities in Beyond Thane. Filter by location, class, board, and teaching mode to find tutors who visit your area for in-person tuition. Use demo-first comparison to reduce mismatch risk.",Thane,Maharashtra,https://www.suganta.com/singhal-road/bba-business-administration-teachers-in-beyond-thane-69?srsltid=AfmBOopT2O8dS2Ju7Ad43e_G4tLhXY20YJ8o5hlI4ArQ53Q1e-Ki8hNu,https://www.suganta.com/singhal-road/bba-business-administration-teachers-in-beyond-thane-69?srsltid=AfmBOopT2O8dS2Ju7Ad43e_G4tLhXY20YJ8o5hlI4ArQ53Q1e-Ki8hNu,Bba,2026-06-07T14:48:15.323885+00:00
273,"5 Best Coaching centre in Thane, MH - 5BestINcity.com",,,Thane,Maharashtra,https://ind.5bestincity.com/coaching-classes-in-thane-mh,https://ind.5bestincity.com/coaching-classes-in-thane-mh,Bba,2026-06-07T14:48:16.748508+00:00
274,Kokate Commerce Classes in Thane,+919867202299,,Thane,Maharashtra,https://kokateclasses.com/,https://kokateclasses.com/,Commerce,2026-06-07T14:48:18.179002+00:00
283,Excel Commerce Classes | Commerce Tuitions 11th And 12th Std,+912249472613,"Excel Commerce Classes Mumbai address, map and road map",Thane,Maharashtra,https://infobizline.in/listing/excel-commerce-classes-thane-west-mumbai/57750,https://infobizline.in/listing/excel-commerce-classes-thane-west-mumbai/57750,Commerce,2026-06-07T14:48:31.619295+00:00
284,"Coaching Classes For Commerce in Thane, Mumbai",+919930011452,,Thane,Maharashtra,https://www.edgrade.com/study-courses-mumbai-Coaching-Commerce.html,https://www.edgrade.com/study-courses-mumbai-Coaching-Commerce.html,Commerce,2026-06-07T14:48:35.777093+00:00
285,"Commerce Coaching for CA,CS,CWA,CFA, FY/SY/TY B.com Commerce Coaching Class Thane",,,Thane,Maharashtra,https://karnavatclasses.wordpress.com/2015/04/24/commerce-coaching-for-cacscwacfa-fysyty-b-com-commerce-coaching-class-thane/,https://karnavatclasses.wordpress.com/2015/04/24/commerce-coaching-for-cacscwacfa-fysyty-b-com-commerce-coaching-class-thane/,Commerce,2026-06-07T14:48:41.582256+00:00
286,"Best Commerce Academy in Nashik, Maharashtra, India",,,Nashik,Maharashtra,https://www.amolkasarsakca.com/,https://www.amolkasarsakca.com/,B.com,2026-06-07T14:48:44.811555+00:00
287,"5 Best Coaching centre in Nashik, MH - 5BestINcity.com",,"Pravin Academy 0.0 (0 review) Flat No 1, Chitco Center, Vakil Wadi, Ashok Stambh",Nashik,Maharashtra,https://ind.5bestincity.com/coaching-classes-in-nashik-mh,https://ind.5bestincity.com/coaching-classes-in-nashik-mh,B.com,2026-06-07T14:48:46.777846+00:00
288,B.com Coaching in Delhi,,,Nashik,Maharashtra,https://medium.com/@urbanpro889/b-com-coaching-in-delhi-37dafbf1e974,https://medium.com/@urbanpro889/b-com-coaching-in-delhi-37dafbf1e974,B.com,2026-06-07T14:48:53.757588+00:00
289,"Ashoka Universal School  Nashik: Fee Structure, Admission Form 2026-2027",+919311455776,"Nashik, 422011",Nashik,Maharashtra,https://www.uniapply.com/school/ashoka-universal-school-ashoka-marg-nashik/,https://www.uniapply.com/school/ashoka-universal-school-ashoka-marg-nashik/,Baf,2026-06-07T14:49:02.823329+00:00
291,"ELC - Excellence Learning Centre Pvt. Ltd - Coaching for Mba Cat Cet, Bba Bca Cet in Nashik",+918459201314,,Nashik,Maharashtra,https://yandex.com/maps/org/elc_excellence_learning_centre_pvt_ltd_coaching_for_mba_cat_cet_bba_bca_cet_in_nashik/78377759205/,https://yandex.com/maps/org/elc_excellence_learning_centre_pvt_ltd_coaching_for_mba_cat_cet_bba_bca_cet_in_nashik/78377759205/,Bba,2026-06-07T14:49:28.303417+00:00
